,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,BO_JK,Nom,Pays,Club,%,UCL_JK,won_UCL,Squad_JK,Nation_JK,winner_Bundesliga,winner_C3,finalist_C3,winner_UCL,finalist_UCL,winner_Club WC,finalist_Club WC,winner_Copa America,finalist_Copa America,winner_Euro,finalist_Euro,winner_Liga,winner_Ligue 1,winner_PL,winner_Serie A,winner_WC,finalist_WC
626,2016,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,29.0,1986.0,34.0,34.0,3020.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8778c910/Manuel-Neuer,,,,,,,,,,2016Manuel Neuer,Manuel Neuer,Allemagne,Bayern Munich,0.0,2016Bayern Munich,0,2016Bayern Munich,2016GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2016,Real Madrid,La Liga,Sergio Ramos,ESP,DF,29.0,1986.0,23.0,23.0,1939.0,21.5,2.0,2.0,2.0,0.0,0.0,9.0,2.0,0.09,0.09,0.19,0.09,0.19,https://fbref.com/en/players/08511d65/Sergio-Ramos,,,,,,,,,,2016Sergio Ramos,Sergio Ramos,Espagne,Real Madrid,0.0,2016Real Madrid,1,2016Real Madrid,2016ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2017,Real Madrid,La Liga,Cristiano Ronaldo,POR,FW,31.0,1985.0,29.0,29.0,2539.0,28.2,25.0,6.0,19.0,6.0,8.0,4.0,0.0,0.89,0.21,1.1,0.67,0.89,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,,,,,,,,,,2017Cristiano Ronaldo,Cristiano Ronaldo,Portugal,Real Madrid,0.3359375,2017Real Madrid,1,2017Real Madrid,2017POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2017,Barcelona,La Liga,Lionel Messi,ARG,FW,29.0,1987.0,34.0,32.0,2830.0,31.4,37.0,9.0,31.0,6.0,7.0,6.0,0.0,1.18,0.29,1.46,0.99,1.27,https://fbref.com/en/players/d70ce98e/Lionel-Messi,,,,,,,,,,2017Lionel Messi,Lionel Messi,Argentine,FC Barcelone,0.23792613636363635,2017Barcelona,0,2017Barcelona,2017ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2017,Barcelona,La Liga,Neymar,BRA,FW,24.0,1992.0,30.0,30.0,2649.0,29.4,13.0,10.0,12.0,1.0,1.0,7.0,1.0,0.44,0.34,0.78,0.41,0.75,https://fbref.com/en/players/69384e5d/Neymar,,,,,,,,,,2017Neymar,Neymar,Brésil,FC Barcelone Paris Saint-Germain,0.12819602272727273,2017Barcelona,0,2017Barcelona,2017BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2017,Juventus,Serie A,Gianluigi Buffon,ITA,GK,38.0,1978.0,30.0,30.0,2655.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,,,,,,,,,,2017Gianluigi Buffon,Gianluigi Buffon,Italie,Juventus FC,0.07848011363636363,2017Juventus,0,2017Juventus,2017ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2017,Real Madrid,La Liga,Sergio Ramos,ESP,DF,30.0,1986.0,28.0,28.0,2487.0,27.6,7.0,0.0,7.0,0.0,0.0,8.0,1.0,0.25,0.0,0.25,0.25,0.25,https://fbref.com/en/players/08511d65/Sergio-Ramos,,,,,,,,,,2017Sergio Ramos,Sergio Ramos,Espagne,Real Madrid,0.02521306818181818,2017Real Madrid,1,2017Real Madrid,2017ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2017,Monaco,Ligue 1,Kylian Mbappé,FRA,"FW,MF",17.0,1998.0,29.0,17.0,1498.0,16.6,15.0,7.0,15.0,0.0,0.0,2.0,0.0,0.9,0.42,1.32,0.9,1.32,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,,,,,,,,,,2017Kylian Mbappé,Kylian Mbappé,France,AS Monaco Paris Saint-Germain,0.017045454545454544,2017Monaco,0,2017Monaco,2017FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2017,Chelsea,Premier League,N'Golo Kanté,FRA,MF,25.0,1991.0,35.0,35.0,3138.0,34.9,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/b9fbae28/NGolo-Kante,,,,,,,,,,2017N'Golo Kanté,N'Golo Kanté,France,Chelsea FC,0.016690340909090908,2017Chelsea,0,2017Chelsea,2017FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2017,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,27.0,1988.0,33.0,31.0,2775.0,30.8,30.0,5.0,25.0,5.0,5.0,5.0,0.0,0.97,0.16,1.14,0.81,0.97,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,,,,,,,,,,2017Robert Lewandowski,Robert Lewandowski,Pologne,Bayern Munich,0.015980113636363636,2017Bayern Munich,0,2017Bayern Munich,2017POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2017,Tottenham,Premier League,Harry Kane,ENG,FW,23.0,1993.0,30.0,29.0,2521.0,28.0,29.0,5.0,24.0,5.0,6.0,3.0,0.0,1.04,0.18,1.21,0.86,1.04,https://fbref.com/en/players/21a66f6a/Harry-Kane,,,,,,,,,,2017Harry Kane,Harry Kane,Angleterre,Tottenham Hotspur,0.01278409090909091,2017Tottenham,0,2017Tottenham,2017ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2017,Paris S-G,Ligue 1,Edinson Cavani,URU,FW,29.0,1987.0,36.0,35.0,2965.0,32.9,35.0,4.0,28.0,7.0,8.0,5.0,0.0,1.06,0.12,1.18,0.85,0.97,https://fbref.com/en/players/527f063d/Edinson-Cavani,,,,,,,,,,2017Edinson Cavani,Edinson Cavani,Uruguay,Paris Saint-Germain,0.011363636363636364,2017Paris S-G,0,2017Paris S-G,2017URU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,2017,Real Madrid,La Liga,Isco,ESP,"MF,FW",24.0,1992.0,30.0,18.0,1634.0,18.2,10.0,9.0,10.0,0.0,0.0,4.0,0.0,0.55,0.5,1.05,0.55,1.05,https://fbref.com/en/players/a0b4bb3e/Isco,,,,,,,,,,2017Isco,Isco,Espagne,Real Madrid,0.009943181818181818,2017Real Madrid,1,2017Real Madrid,2017ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2017,Barcelona,La Liga,Luis Suárez,URU,FW,29.0,1987.0,35.0,34.0,2857.0,31.7,28.0,12.0,28.0,0.0,0.0,8.0,0.0,0.88,0.38,1.26,0.88,1.26,https://fbref.com/en/players/a6154613/Luis-Suarez,,,,,,,,,,2017Luis Suárez,Luis Suárez,Uruguay,FC Barcelone,0.009588068181818182,2017Barcelona,0,2017Barcelona,2017URU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,2017,Manchester City,Premier League,Kevin De Bruyne,BEL,MF,25.0,1991.0,36.0,33.0,2877.0,32.0,6.0,17.0,6.0,0.0,1.0,4.0,0.0,0.19,0.53,0.72,0.19,0.72,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,,,,,,,,,,2017Kevin De Bruyne,Kevin De Bruyne,Belgique,Manchester City,0.00887784090909091,2017Manchester City,0,2017Manchester City,2017BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2017,Juventus,Serie A,Paulo Dybala,ARG,"MF,FW",22.0,1993.0,31.0,26.0,2140.0,23.8,11.0,7.0,8.0,3.0,3.0,2.0,0.0,0.46,0.29,0.76,0.34,0.63,https://fbref.com/en/players/e0921a4f/Paulo-Dybala,,,,,,,,,,2017Paulo Dybala,Paulo Dybala,Argentine,Juventus FC,0.008167613636363636,2017Juventus,0,2017Juventus,2017ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2017,Real Madrid,La Liga,Marcelo,BRA,DF,28.0,1988.0,30.0,26.0,2279.0,25.3,2.0,10.0,2.0,0.0,0.0,2.0,0.0,0.08,0.39,0.47,0.08,0.47,https://fbref.com/en/players/603116a7/Marcelo,,,,,,,,,,2017Marcelo,Marcelo,Brésil,Real Madrid,0.007457386363636364,2017Real Madrid,1,2017Real Madrid,2017BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2017,Real Madrid,La Liga,Toni Kroos,GER,MF,26.0,1990.0,29.0,28.0,2497.0,27.7,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.11,0.4,0.5,0.11,0.5,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,,,,,,,,,,2017Toni Kroos,Toni Kroos,Allemagne,Real Madrid,0.007102272727272727,2017Real Madrid,1,2017Real Madrid,2017GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2017,Atlético Madrid,La Liga,Antoine Griezmann,FRA,FW,25.0,1991.0,36.0,36.0,3053.0,33.9,16.0,7.0,16.0,0.0,2.0,3.0,0.0,0.47,0.21,0.68,0.47,0.68,https://fbref.com/en/players/df69b544/Antoine-Griezmann,,,,,,,,,,2017Antoine Griezmann,Antoine Griezmann,France,Atlético Madrid,0.006036931818181818,2017Atlético Madrid,0,2017Atlético Madrid,2017FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2017,Chelsea,Premier League,Eden Hazard,BEL,"FW,MF",25.0,1991.0,36.0,36.0,2982.0,33.1,16.0,5.0,14.0,2.0,3.0,3.0,0.0,0.48,0.15,0.63,0.42,0.57,https://fbref.com/en/players/a39bb753/Eden-Hazard,,,,,,,,,,2017Eden Hazard,Eden Hazard,Belgique,Chelsea FC,0.005681818181818182,2017Chelsea,0,2017Chelsea,2017BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2017,Manchester Utd,Premier League,David de Gea,ESP,GK,25.0,1990.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7ba6d84e/David-de-Gea,,,,,,,,,,2017David de Gea,David de Gea,Espagne,Manchester United,0.005326704545454545,2017Manchester Utd,0,2017Manchester Utd,2017ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2017,Dortmund,Bundesliga,Pierre-Emerick Aubameyang,GAB,FW,27.0,1989.0,32.0,31.0,2779.0,30.9,31.0,3.0,29.0,2.0,4.0,3.0,0.0,1.0,0.1,1.1,0.94,1.04,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,,,,,,,,,,2017Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,Gabon,Borussia Dortmund,0.004971590909090909,2017Dortmund,0,2017Dortmund,2017GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,2017,Juventus,Serie A,Leonardo Bonucci,ITA,DF,29.0,1987.0,29.0,26.0,2409.0,26.8,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci,,,,,,,,,,2017Leonardo Bonucci,Leonardo Bonucci,Italie,Juventus FC AC Milan,0.004971590909090909,2017Juventus,0,2017Juventus,2017ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2017,Liverpool,Premier League,Sadio Mané,SEN,FW,24.0,1992.0,27.0,26.0,2235.0,24.8,13.0,5.0,13.0,0.0,0.0,4.0,0.0,0.52,0.2,0.72,0.52,0.72,https://fbref.com/en/players/c691bfe2/Sadio-Mane,,,,,,,,,,2017Sadio Mané,Sadio Mané,Sénégal,Liverpool FC,0.0035511363636363635,2017Liverpool,0,2017Liverpool,2017SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,2017,Monaco,Ligue 1,Radamel Falcao,COL,FW,30.0,1986.0,29.0,22.0,1927.0,21.4,21.0,4.0,17.0,4.0,4.0,2.0,0.0,0.98,0.19,1.17,0.79,0.98,https://fbref.com/en/players/66116290/Radamel-Falcao,,,,,,,,,,2017Radamel Falcao,Radamel Falcao,Colombie,AS Monaco,0.0031960227272727275,2017Monaco,0,2017Monaco,2017COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,2017,Real Madrid,La Liga,Karim Benzema,FRA,FW,28.0,1987.0,29.0,23.0,1903.0,21.1,11.0,5.0,11.0,0.0,0.0,0.0,0.0,0.52,0.24,0.76,0.52,0.76,https://fbref.com/en/players/70d74ece/Karim-Benzema,,,,,,,,,,2017Karim Benzema,Karim Benzema,France,Real Madrid,0.0024857954545454545,2017Real Madrid,1,2017Real Madrid,2017FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2017,Atlético Madrid,La Liga,Jan Oblak,SVN,GK,23.0,1993.0,30.0,30.0,2650.0,29.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ee8508c0/Jan-Oblak,,,,,,,,,,2017Jan Oblak,Jan Oblak,Slovénie,Atlético Madrid,0.0014204545454545455,2017Atlético Madrid,0,2017Atlético Madrid,2017SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,2017,Bayern Munich,Bundesliga,Mats Hummels,GER,DF,27.0,1988.0,27.0,24.0,2181.0,24.2,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/05d548d8/Mats-Hummels,,,,,,,,,,2017Mats Hummels,Mats Hummels,Allemagne,Bayern Munich,0.001065340909090909,2017Bayern Munich,0,2017Bayern Munich,2017GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,2017,Roma,Serie A,Edin Džeko,BIH,FW,30.0,1986.0,37.0,33.0,3048.0,33.9,29.0,9.0,28.0,1.0,3.0,4.0,0.0,0.86,0.27,1.12,0.83,1.09,https://fbref.com/en/players/3bb7f478/Edin-Dzeko,,,,,,,,,,2017Edin Džeko,Edin Džeko,Bosnie-Herzégovine,AS Roma,0.0007102272727272727,2017Roma,0,2017Roma,2017BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2017,Liverpool,Premier League,Philippe Coutinho,BRA,"FW,MF",24.0,1992.0,31.0,28.0,2227.0,24.7,13.0,8.0,13.0,0.0,0.0,2.0,0.0,0.53,0.32,0.85,0.53,0.85,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,,,,,,,,,,2017Philippe Coutinho,Philippe Coutinho,Brésil,Liverpool FC,0.0,2017Liverpool,0,2017Liverpool,2017BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2017,Napoli,Serie A,Dries Mertens,BEL,FW,29.0,1987.0,35.0,28.0,2558.0,28.4,28.0,9.0,26.0,2.0,3.0,6.0,0.0,0.99,0.32,1.3,0.91,1.23,https://fbref.com/en/players/89b2c8a9/Dries-Mertens,,,,,,,,,,2017Dries Mertens,Dries Mertens,Belgique,SSC Naples,0.0,2017Napoli,0,2017Napoli,2017BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2018,Real Madrid,La Liga,Cristiano Ronaldo,POR,FW,32.0,1985.0,27.0,27.0,2285.0,25.4,26.0,5.0,23.0,3.0,4.0,1.0,0.0,1.02,0.2,1.22,0.91,1.1,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,24.2,21.0,4.3,25.3,0.95,0.17,1.12,0.83,1.0,2018Cristiano Ronaldo,Cristiano Ronaldo,Portugal,Real Madrid Juventus FC,0.16527777777777777,2018Real Madrid,1,2018Real Madrid,2018POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2018,Atlético Madrid,La Liga,Antoine Griezmann,FRA,"FW,MF",26.0,1991.0,32.0,30.0,2519.0,28.0,19.0,9.0,17.0,2.0,2.0,7.0,1.0,0.68,0.32,1.0,0.61,0.93,https://fbref.com/en/players/df69b544/Antoine-Griezmann,12.6,11.1,5.3,16.4,0.45,0.19,0.64,0.4,0.59,2018Antoine Griezmann,Antoine Griezmann,France,Atlético de Madrid,0.14375,2018Atlético Madrid,0,2018Atlético Madrid,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,2018,Monaco,Ligue 1,Kylian Mbappé,FRA,"FW,MF",18.0,1998.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,0.2,0.2,0.0,0.2,0.21,0.0,0.21,0.21,0.21,2018Kylian Mbappé,Kylian Mbappé,France,Paris Saint-Germain,0.12048611111111111,2018Monaco,0,2018Monaco,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
662,2018,Paris S-G,Ligue 1,Kylian Mbappé,FRA,FW,18.0,1998.0,27.0,24.0,2095.0,23.3,13.0,9.0,13.0,0.0,0.0,2.0,0.0,0.56,0.39,0.95,0.56,0.95,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,14.5,14.5,7.8,22.3,0.62,0.33,0.96,0.62,0.96,2018Kylian Mbappé,Kylian Mbappé,France,Paris Saint-Germain,0.12048611111111111,2018Paris S-G,0,2018Paris S-G,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,2018,Barcelona,La Liga,Lionel Messi,ARG,"FW,MF",30.0,1987.0,36.0,32.0,3000.0,33.3,34.0,12.0,32.0,2.0,4.0,3.0,0.0,1.02,0.36,1.38,0.96,1.32,https://fbref.com/en/players/d70ce98e/Lionel-Messi,25.3,22.3,13.6,35.9,0.76,0.41,1.17,0.67,1.08,2018Lionel Messi,Lionel Messi,Argentine,FC Barcelone,0.09722222222222222,2018Barcelona,0,2018Barcelona,2018ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2018,Liverpool,Premier League,Mohamed Salah,EGY,FW,25.0,1992.0,36.0,34.0,2907.0,32.3,32.0,10.0,31.0,1.0,2.0,1.0,0.0,0.99,0.31,1.3,0.96,1.27,https://fbref.com/en/players/e342ad68/Mohamed-Salah,24.4,22.9,9.0,31.9,0.76,0.28,1.03,0.71,0.99,2018Mohamed Salah,Mohamed Salah,Égypte,Liverpool FC,0.06527777777777778,2018Liverpool,0,2018Liverpool,2018EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2018,Real Madrid,La Liga,Raphaël Varane,FRA,DF,24.0,1993.0,27.0,27.0,2322.0,25.8,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,https://fbref.com/en/players/9f8e9423/Raphael-Varane,0.9,0.9,0.9,1.9,0.04,0.04,0.07,0.04,0.07,2018Raphaël Varane,Raphaël Varane,France,Real Madrid,0.04201388888888889,2018Real Madrid,1,2018Real Madrid,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
666,2018,Chelsea,Premier League,Eden Hazard,BEL,"FW,MF",26.0,1991.0,34.0,28.0,2422.0,26.9,12.0,4.0,10.0,2.0,2.0,2.0,0.0,0.45,0.15,0.59,0.37,0.52,https://fbref.com/en/players/a39bb753/Eden-Hazard,9.2,7.6,7.9,15.6,0.34,0.3,0.64,0.28,0.58,2018Eden Hazard,Eden Hazard,Belgique,Chelsea FC,0.04131944444444444,2018Chelsea,0,2018Chelsea,2018BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,2018,Manchester City,Premier League,Kevin De Bruyne,BEL,MF,26.0,1991.0,37.0,36.0,3073.0,34.1,8.0,16.0,8.0,0.0,0.0,2.0,0.0,0.23,0.47,0.7,0.23,0.7,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,6.2,6.2,13.4,19.5,0.18,0.39,0.57,0.18,0.57,2018Kevin De Bruyne,Kevin De Bruyne,Belgique,Manchester City,0.010069444444444445,2018Manchester City,0,2018Manchester City,2018BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,2018,Tottenham,Premier League,Harry Kane,ENG,FW,24.0,1993.0,37.0,35.0,3076.0,34.2,30.0,2.0,28.0,2.0,3.0,5.0,0.0,0.88,0.06,0.94,0.82,0.88,https://fbref.com/en/players/21a66f6a/Harry-Kane,25.7,23.4,2.8,26.3,0.75,0.08,0.84,0.69,0.77,2018Harry Kane,Harry Kane,Angleterre,Tottenham Hotspur,0.008680555555555556,2018Tottenham,0,2018Tottenham,2018ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,2018,Chelsea,Premier League,N'Golo Kanté,FRA,MF,26.0,1991.0,34.0,34.0,2994.0,33.3,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/b9fbae28/NGolo-Kante,0.8,0.8,2.4,3.2,0.02,0.07,0.1,0.02,0.1,2018N'Golo Kanté,N'Golo Kanté,France,Chelsea FC,0.008333333333333333,2018Chelsea,0,2018Chelsea,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,2018,Paris S-G,Ligue 1,Neymar,BRA,"FW,MF",25.0,1992.0,20.0,20.0,1797.0,20.0,19.0,13.0,15.0,4.0,4.0,5.0,2.0,0.95,0.65,1.6,0.75,1.4,https://fbref.com/en/players/69384e5d/Neymar,15.4,12.4,11.8,24.2,0.78,0.59,1.37,0.62,1.22,2018Neymar,Neymar,Brésil,Paris Saint-Germain,0.006597222222222222,2018Paris S-G,0,2018Paris S-G,2018BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2018,Barcelona,La Liga,Luis Suárez,URU,FW,30.0,1987.0,33.0,32.0,2899.0,32.2,25.0,12.0,24.0,1.0,1.0,9.0,0.0,0.78,0.37,1.15,0.75,1.12,https://fbref.com/en/players/a6154613/Luis-Suarez,21.7,21.0,9.7,30.7,0.67,0.3,0.98,0.65,0.95,2018Luis Suárez,Luis Suárez,Uruguay,FC Barcelone,0.005902777777777778,2018Barcelona,0,2018Barcelona,2018URU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,2018,Chelsea,Premier League,Thibaut Courtois,BEL,GK,25.0,1992.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1840e36d/Thibaut-Courtois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018Thibaut Courtois,Thibaut Courtois,Belgique,Chelsea FC Real Madrid,0.004166666666666667,2018Chelsea,0,2018Chelsea,2018BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2018,Manchester Utd,Premier League,Paul Pogba,FRA,MF,24.0,1993.0,27.0,25.0,2148.0,23.9,6.0,10.0,6.0,0.0,0.0,5.0,1.0,0.25,0.42,0.67,0.25,0.67,https://fbref.com/en/players/867239d3/Paul-Pogba,6.6,6.6,4.4,11.0,0.28,0.19,0.46,0.28,0.46,2018Paul Pogba,Paul Pogba,France,Manchester United,0.003125,2018Manchester Utd,0,2018Manchester Utd,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
674,2018,Manchester City,Premier League,Sergio Agüero,ARG,FW,29.0,1988.0,25.0,22.0,1963.0,21.8,21.0,6.0,17.0,4.0,4.0,2.0,0.0,0.96,0.28,1.24,0.78,1.05,https://fbref.com/en/players/4d034881/Sergio-Aguero,17.5,14.4,7.4,21.8,0.8,0.34,1.14,0.66,1.0,2018Sergio Agüero,Sergio Agüero,Argentine,Manchester City,0.0024305555555555556,2018Manchester City,0,2018Manchester City,2018ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2018,Real Madrid,La Liga,Gareth Bale,WAL,"FW,MF",28.0,1989.0,26.0,20.0,1799.0,20.0,16.0,2.0,15.0,1.0,1.0,5.0,0.0,0.8,0.1,0.9,0.75,0.85,https://fbref.com/en/players/a58bb1e1/Gareth-Bale,11.7,11.0,4.9,15.9,0.59,0.25,0.83,0.55,0.8,2018Gareth Bale,Gareth Bale,Pays de Galles,Real Madrid,0.0020833333333333333,2018Real Madrid,1,2018Real Madrid,2018WAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,2018,Real Madrid,La Liga,Karim Benzema,FRA,FW,29.0,1987.0,32.0,25.0,2150.0,23.9,5.0,10.0,3.0,2.0,2.0,0.0,0.0,0.21,0.42,0.63,0.13,0.54,https://fbref.com/en/players/70d74ece/Karim-Benzema,10.5,9.0,5.7,14.7,0.44,0.24,0.68,0.38,0.61,2018Karim Benzema,Karim Benzema,France,Real Madrid,0.0020833333333333333,2018Real Madrid,1,2018Real Madrid,2018FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677,2018,Liverpool,Premier League,Roberto Firmino,BRA,FW,25.0,1991.0,37.0,32.0,2763.0,30.7,15.0,7.0,14.0,1.0,1.0,1.0,0.0,0.49,0.23,0.72,0.46,0.68,https://fbref.com/en/players/4c370d81/Roberto-Firmino,12.1,11.4,5.3,16.7,0.4,0.17,0.57,0.37,0.54,2018Roberto Firmino,Roberto Firmino,Brésil,Liverpool FC,0.001388888888888889,2018Liverpool,0,2018Liverpool,2018BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,2018,Real Madrid,La Liga,Sergio Ramos,ESP,DF,31.0,1986.0,26.0,26.0,2289.0,25.4,4.0,1.0,2.0,2.0,3.0,9.0,2.0,0.16,0.04,0.2,0.08,0.12,https://fbref.com/en/players/08511d65/Sergio-Ramos,6.0,3.7,1.0,4.8,0.24,0.04,0.28,0.15,0.19,2018Sergio Ramos,Sergio Ramos,Espagne,Real Madrid,0.001388888888888889,2018Real Madrid,1,2018Real Madrid,2018ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2018,Paris S-G,Ligue 1,Edinson Cavani,URU,FW,30.0,1987.0,32.0,30.0,2581.0,28.7,28.0,5.0,25.0,3.0,5.0,3.0,0.0,0.98,0.17,1.15,0.87,1.05,https://fbref.com/en/players/527f063d/Edinson-Cavani,23.2,19.7,4.8,24.5,0.81,0.17,0.98,0.69,0.85,2018Edinson Cavani,Edinson Cavani,Uruguay,Paris Saint-Germain,0.0010416666666666667,2018Paris S-G,0,2018Paris S-G,2018URU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,2018,Liverpool,Premier League,Sadio Mané,SEN,"FW,MF",25.0,1992.0,29.0,28.0,2190.0,24.3,10.0,7.0,10.0,0.0,0.0,3.0,1.0,0.41,0.29,0.7,0.41,0.7,https://fbref.com/en/players/c691bfe2/Sadio-Mane,10.3,10.3,4.9,15.2,0.42,0.2,0.63,0.42,0.63,2018Sadio Mané,Sadio Mané,Sénégal,Liverpool FC,0.0010416666666666667,2018Liverpool,0,2018Liverpool,2018SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
